"count","ptCnt","Grupo","ptid","List","TrialNum","CueDirection","SentenceDirection","StimulusType","Accuracy","MoveTime","LiftOffLatency","SentDur","ItemNumber","SentenceStimulus","Date","PostQ1","PostQ2","PostQ3","PostQ4","liftOffDiff",,"X","X.1","Compatibilidad",,,
884,0,"Grupo A",412,1,4,1,0,0,1,305,1294,1022,19,"He taught you a lesson","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","272",,"y","","","","",0
886,0,"Grupo A",412,1,6,0,1,0,1,673,1950,1634,24,"You entrusted the key to Jeff","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","316",,"y","","","","",0
890,0,"Grupo A",412,1,10,0,0,0,1,326,2210,1489,3,"Jack kicked the football to you","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","721",,"y","","","","",1
892,0,"Grupo A",412,1,12,1,1,0,1,395,2223,2034,35,"You transferred responsibility to Anna","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","189",,"y","","","","",1
893,0,"Grupo A",412,1,13,1,1,0,1,370,1510,1310,39,"You told Liz the story","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","200",,"y","","","","",1
895,0,"Grupo A",412,1,15,1,0,0,1,432,2112,1733,16,"Steve lavished you with praise","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","379",,"y","","","","",0
896,0,"Grupo A",412,1,16,1,0,0,1,457,1646,1698,15,"Jesse gave you another chance","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","-52",,"y","","","","",0
899,0,"Grupo A",412,1,19,1,1,0,1,417,1880,1407,40,"You sent your family regards","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","473",,"y","","","","",1
902,0,"Grupo A",412,1,22,0,0,0,1,212,1716,1503,1,"Andy delivered the pizza to you","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","213",,"y","","","","",1
904,0,"Grupo A",412,1,24,0,1,0,1,305,2139,1620,28,"You shot Shawn the rubber band","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","519",,"y","","","","",0
905,0,"Grupo A",412,1,25,1,1,0,1,413,1750,1182,31,"You slipped Heather a note","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","568",,"y","","","","",1
906,0,"Grupo A",412,1,26,0,1,0,1,296,2181,1364,29,"You rolled Mike the marble","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","817",,"y","","","","",0
908,0,"Grupo A",412,1,28,0,0,0,1,282,2323,1322,9,"Paul hit you the baseball","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","1001",,"y","","","","",1
915,0,"Grupo A",412,1,35,1,0,0,1,297,2172,1508,17,"Chris offered you some writing tips","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","664",,"y","","","","",0
921,0,"Grupo A",412,1,41,0,1,0,1,483,1358,1186,26,"You threw Diane the pen","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","172",,"y","","","","",0
922,0,"Grupo A",412,1,42,0,0,0,1,255,2122,1875,5,"Kelly dispensed the rations to you","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","247",,"y","","","","",1
927,0,"Grupo A",412,1,47,0,0,0,1,201,1966,1534,2,"Helen awarded a medal to you","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","432",,"y","","","","",1
931,0,"Grupo A",412,1,51,0,1,0,1,311,1818,1427,30,"You poured your dad some water","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","391",,"y","","","","",0
932,0,"Grupo A",412,1,52,1,1,0,1,84,2440,1600,36,"You confessed your secret to Dan","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","840",,"y","","","","",1
934,0,"Grupo A",412,1,54,1,1,0,1,348,1697,1371,32,"You sold the land to Mike","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","326",,"y","","","","",1
935,0,"Grupo A",412,1,55,0,0,0,1,407,1879,1704,10,"Adam conveyed the message to you","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","175",,"y","","","","",1
937,0,"Grupo A",412,1,57,0,0,0,1,298,1524,1396,6,"Christine bought you ice cream","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","128",,"y","","","","",1
938,0,"Grupo A",412,1,58,0,1,0,1,340,3210,1645,27,"You kicked Joe the soccer ball","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","1565",,"y","","","","",0
939,0,"Grupo A",412,1,59,1,1,0,1,505,2020,1856,33,"You transmitted the orders to Sara","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","164",,"y","","","","",1
948,0,"Grupo A",412,1,68,1,1,0,1,392,2317,1724,37,"Ian received the complaint from you","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","593",,"y","","","","",1
950,0,"Grupo A",412,1,70,0,0,0,1,325,1751,1559,8,"Courtney handed you the notebook","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","192",,"y","","","","",1
951,0,"Grupo A",412,1,71,0,0,0,1,480,2220,1926,7,"Sally slid you the cafeteria tray","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","294",,"y","","","","",1
953,0,"Grupo A",412,1,73,1,0,0,1,593,1851,1390,18,"Your sister blew you a kiss","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","461",,"y","","","","",0
954,0,"Grupo A",412,1,74,0,1,0,1,412,1880,1637,22,"You donated money to Vincent","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","243",,"y","","","","",0
956,0,"Grupo A",412,1,76,0,0,0,1,285,2406,1433,4,"Amber drove the car to you","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","973",,"y","","","","",1
958,0,"Grupo A",412,1,78,1,0,0,1,693,1656,1472,20,"Andy pitched you the idea","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","184",,"y","","","","",0
959,0,"Grupo A",412,1,79,1,0,0,1,343,1971,1696,13,"John dedicated the song to you","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","275",,"y","","","","",0
960,0,"Grupo A",412,1,80,0,1,0,1,298,1728,1422,23,"You dealt the cards to Mark","01/24/2017","i thought it was the role of verbs in senteces{.} the answers with colors{,} i think{,} whad the purpose of making it as linguistically bare as possible{,} to focus on the sentences","306",,"y","","","","",0
961,1,"Grupo B",413,3,1,1,0,0,1,245,2584,1647,16,"Dan confessed his secret to you","02/16/2017","listening and comprehension","n","n","n","937",,"","",0,,,
962,0,"Grupo B",413,3,2,0,1,0,1,256,4052,1744,30,"You conveyed the message to Adam","02/16/2017","listening and comprehension","n","n","n","2308",,"","",0,,,
964,0,"Grupo B",413,3,4,0,0,0,1,252,2640,1623,8,"Shawn shot you the rubber band","02/16/2017","listening and comprehension","n","n","n","1017",,"","",1,,,
965,0,"Grupo B",413,3,5,0,0,0,1,302,1901,1233,6,"Diane threw you the pen","02/16/2017","listening and comprehension","n","n","n","668",,"","",1,,,
968,0,"Grupo B",413,3,8,0,1,0,1,252,3264,2109,27,"You slid Sally the cafeteria tray","02/16/2017","listening and comprehension","n","n","n","1155",,"","",0,,,
970,0,"Grupo B",413,3,10,0,0,0,1,319,2509,1347,9,"Mike rolled you the marble","02/16/2017","listening and comprehension","n","n","n","1162",,"","",1,,,
972,0,"Grupo B",413,3,12,1,1,0,1,261,1414,1126,39,"You taught him a lesson","02/16/2017","listening and comprehension","n","n","n","288",,"","",1,,,
973,0,"Grupo B",413,3,13,0,0,0,1,336,2166,1646,1,"Alex forked over the cash to you","02/16/2017","listening and comprehension","n","n","n","520",,"","",1,,,
974,0,"Grupo B",413,3,14,1,1,0,1,335,2003,1579,37,"You offered Chris some writing tips","02/16/2017","listening and comprehension","n","n","n","424",,"","",1,,,
976,0,"Grupo B",413,3,16,1,0,0,1,224,2155,1501,12,"Mike sold the land to you","02/16/2017","listening and comprehension","n","n","n","654",,"","",0,,,
978,0,"Grupo B",413,3,18,0,0,0,1,322,2351,1579,5,"Katie handed the puppy to you","02/16/2017","listening and comprehension","n","n","n","772",,"","",1,,,
979,0,"Grupo B",413,3,19,1,0,0,1,259,1850,1724,17,"You received the complaint from Ian","02/16/2017","listening and comprehension","n","n","n","126",,"","",0,,,
980,0,"Grupo B",413,3,20,0,0,0,1,243,2460,1523,7,"Joe kicked you the soccer ball","02/16/2017","listening and comprehension","n","n","n","937",,"","",1,,,
983,0,"Grupo B",413,3,23,1,0,0,1,268,1732,1304,18,"Amanda paid you tribute","02/16/2017","listening and comprehension","n","n","n","428",,"","",0,,,
987,0,"Grupo B",413,3,27,0,1,0,1,315,1918,1293,29,"You hit Paul the baseball","02/16/2017","listening and comprehension","n","n","n","625",,"","",0,,,
988,0,"Grupo B",413,3,28,0,0,0,1,363,2111,1684,2,"Vincent donated money to you","02/16/2017","listening and comprehension","n","n","n","427",,"","",1,,,
990,0,"Grupo B",413,3,30,1,1,0,1,230,1898,1639,33,"You dedicated the song to John","02/16/2017","listening and comprehension","n","n","n","259",,"","",1,,,
991,0,"Grupo B",413,3,31,0,1,0,1,951,2178,1485,22,"You awarded a medal to Helen","02/16/2017","listening and comprehension","n","n","n","693",,"","",0,,,
1000,0,"Grupo B",413,3,40,0,1,0,1,263,2350,1483,23,"You kicked the football to Jack","02/16/2017","listening and comprehension","n","n","n","867",,"","",0,,,
1002,0,"Grupo B",413,3,42,0,0,0,1,458,1922,1473,10,"Your dad poured you some water","02/16/2017","listening and comprehension","n","n","n","449",,"","",1,,,
1004,0,"Grupo B",413,3,44,1,1,0,1,706,1809,1507,40,"You pitched Andy the idea","02/16/2017","listening and comprehension","n","n","n","302",,"","",1,,,
1006,0,"Grupo B",413,3,46,1,0,0,1,270,2233,1002,11,"Heather slipped you a note","02/16/2017","listening and comprehension","n","n","n","1231",,"","",0,,,
1011,0,"Grupo B",413,3,51,0,1,0,1,323,1711,1511,28,"You handed Courtney the notebook","02/16/2017","listening and comprehension","n","n","n","200",,"","",0,,,
1012,0,"Grupo B",413,3,52,0,1,0,1,356,1820,1681,21,"You delivered the Pizza to Andy","02/16/2017","listening and comprehension","n","n","n","139",,"","",0,,,
1014,0,"Grupo B",413,3,54,1,1,0,1,325,2174,1307,38,"You blew your sister a kiss","02/16/2017","listening and comprehension","n","n","n","867",,"","",1,,,
1015,0,"Grupo B",413,3,55,1,1,0,1,424,2084,1390,34,"You sang Jenni a song","02/16/2017","listening and comprehension","n","n","n","694",,"","",1,,,
1017,0,"Grupo B",413,3,57,1,0,0,1,257,2472,2138,15,"Anna transferred responsibility to you","02/16/2017","listening and comprehension","n","n","n","334",,"","",0,,,
1019,0,"Grupo B",413,3,59,1,1,0,1,255,2145,1837,31,"You bestowed the honor upon Art","02/16/2017","listening and comprehension","n","n","n","308",,"","",1,,,
1024,0,"Grupo B",413,3,64,1,0,0,1,318,2626,1874,13,"Sara transmitted the orders to you","02/16/2017","listening and comprehension","n","n","n","752",,"","",0,,,
1025,0,"Grupo B",413,3,65,1,1,0,1,308,2067,1635,35,"You gave Jesse another chance","02/16/2017","listening and comprehension","n","n","n","432",,"","",1,,,
1026,0,"Grupo B",413,3,66,0,1,0,1,218,3232,1321,24,"You drove the car to Amber","02/16/2017","listening and comprehension","n","n","n","1911",,"","",0,,,
1032,0,"Grupo B",413,3,72,1,1,0,1,370,1692,1647,32,"You devoted your time to Tiana","02/16/2017","listening and comprehension","n","n","n","45",,"","",1,,,
1033,0,"Grupo B",413,3,73,0,1,0,1,374,1668,1439,26,"You bought Christine ice cream","02/16/2017","listening and comprehension","n","n","n","229",,"","",0,,,
1037,0,"Grupo B",413,3,77,1,0,0,1,359,4479,1277,19,"Liz told you the story","02/16/2017","listening and comprehension","n","n","n","3202",,"","",0,,,
1040,0,"Grupo B",413,3,80,1,0,0,1,368,2825,2184,14,"The policeman radioed the message to you","02/16/2017","listening and comprehension","n","n","n","641",,"","",0,,,
1041,1,"Grupo A",414,4,1,0,0,0,1,211,1437,1371,20,"Your family sent you regards","02/16/2017","language","n","n","n","66",,"","",1,,,
1042,0,"Grupo A",414,4,2,0,0,0,1,2571,4289,1647,16,"Dan confessed his secret to you","02/16/2017","language","n","n","n","2642",,"","",1,,,
1043,0,"Grupo A",414,4,3,0,1,0,1,217,1984,1837,31,"You bestowed the honor upon Art","02/16/2017","language","n","n","n","147",,"","",0,,,
1044,0,"Grupo A",414,4,4,1,1,0,1,208,1937,2109,27,"You slid Sally the cafeteria tray","02/16/2017","language","n","n","n","-172",,"","",1,,,
1045,0,"Grupo A",414,4,5,0,0,0,1,263,1489,1277,19,"Liz told you the story","02/16/2017","language","n","n","n","212",,"","",1,,,
1046,0,"Grupo A",414,4,6,0,1,0,1,181,2452,1579,37,"You offered Chris some writing tips","02/16/2017","language","n","n","n","873",,"","",0,,,
1047,0,"Grupo A",414,4,7,1,0,0,1,202,1815,1623,8,"Shawn shot you the rubber band","02/16/2017","language","n","n","n","192",,"","",0,,,
1051,0,"Grupo A",414,4,11,1,1,0,1,243,1789,1321,24,"You drove the car to Amber","02/16/2017","language","n","n","n","468",,"","",1,,,
1061,0,"Grupo A",414,4,21,1,0,0,1,231,1740,1473,10,"Your dad poured you some water","02/16/2017","language","n","n","n","267",,"","",0,,,
1067,0,"Grupo A",414,4,27,0,0,0,1,278,2702,1874,13,"Sara transmitted the orders to you","02/16/2017","language","n","n","n","828",,"","",1,,,
1070,0,"Grupo A",414,4,30,0,0,0,1,257,2436,1501,12,"Mike sold the land to you","02/16/2017","language","n","n","n","935",,"","",1,,,
1082,0,"Grupo A",414,4,42,0,1,0,1,383,2302,1639,33,"You dedicated the song to John","02/16/2017","language","n","n","n","663",,"","",0,,,
1083,0,"Grupo A",414,4,43,1,1,0,1,256,1759,1511,28,"You handed Courtney the notebook","02/16/2017","language","n","n","n","248",,"","",1,,,
1090,0,"Grupo A",414,4,50,1,0,0,1,297,1722,1347,9,"Mike rolled you the marble","02/16/2017","language","n","n","n","375",,"","",0,,,
1103,0,"Grupo A",414,4,63,1,1,0,1,220,2617,1681,21,"You delivered the Pizza to Andy","02/16/2017","language","n","n","n","936",,"","",1,,,
1104,0,"Grupo A",414,4,64,1,0,0,1,247,1840,1579,5,"Katie handed the puppy to you","02/16/2017","language","n","n","n","261",,"","",0,,,
1110,0,"Grupo A",414,4,70,0,0,0,1,200,2344,2138,15,"Anna transferred responsibility to you","02/16/2017","language","n","n","n","206",,"","",1,,,
1114,0,"Grupo A",414,4,74,0,1,0,1,200,1977,1390,34,"You sang Jenni a song","02/16/2017","language","n","n","n","587",,"","",0,,,
1116,0,"Grupo A",414,4,76,0,1,0,1,198,1998,1635,35,"You gave Jesse another chance","02/16/2017","language","n","n","n","363",,"","",0,,,
1118,0,"Grupo A",414,4,78,0,1,0,1,138,2378,1126,39,"You taught him a lesson","02/16/2017","language","n","n","n","1252",,"","",0,,,
1123,0,"Grupo A",415,1,3,1,1,0,1,322,2005,1724,37,"Ian received the complaint from you","07/03/2017","language","n","n","n","281",,"","",1,,,
1124,0,"Grupo A",415,1,4,1,0,0,1,355,1900,1022,19,"He taught you a lesson","07/03/2017","language","n","n","n","878",,"","",0,,,
1125,0,"Grupo A",415,1,5,1,0,0,1,239,2175,1698,15,"Jesse gave you another chance","07/03/2017","language","n","n","n","477",,"","",0,,,
1126,0,"Grupo A",415,1,6,1,0,0,1,236,2549,1390,18,"Your sister blew you a kiss","07/03/2017","language","n","n","n","1159",,"","",0,,,
1131,0,"Grupo A",415,1,11,1,1,0,1,339,1662,1270,38,"You paid Amanda tribute","07/03/2017","language","n","n","n","392",,"","",1,,,
1135,0,"Grupo A",415,1,15,1,1,0,1,338,1722,1371,32,"You sold the land to Mike","07/03/2017","language","n","n","n","351",,"","",1,,,
1136,0,"Grupo A",415,1,16,1,0,0,1,306,1610,1369,14,"Jenni sang you a song","07/03/2017","language","n","n","n","241",,"","",0,,,
1139,0,"Grupo A",415,1,19,0,0,0,1,329,2052,1489,3,"Jack kicked the football to you","07/03/2017","language","n","n","n","563",,"","",1,,,
1147,0,"Grupo A",415,1,27,1,1,0,1,271,1761,1407,40,"You sent your family regards","07/03/2017","language","n","n","n","354",,"","",1,,,
1148,0,"Grupo A",415,1,28,0,0,0,1,248,1721,1503,1,"Andy delivered the pizza to you","07/03/2017","language","n","n","n","218",,"","",1,,,
1149,0,"Grupo A",415,1,29,1,0,0,1,256,2184,1508,17,"Chris offered you some writing tips","07/03/2017","language","n","n","n","676",,"","",0,,,
1150,0,"Grupo A",415,1,30,0,0,0,1,160,3126,1926,7,"Sally slid you the cafeteria tray","07/03/2017","language","n","n","n","1200",,"","",1,,,
1153,0,"Grupo A",415,1,33,1,1,0,1,214,2746,1856,33,"You transmitted the orders to Sara","07/03/2017","language","n","n","n","890",,"","",1,,,
1154,0,"Grupo A",415,1,34,1,0,0,1,240,3165,1733,16,"Steve lavished you with praise","07/03/2017","language","n","n","n","1432",,"","",0,,,
1156,0,"Grupo A",415,1,36,0,1,0,1,302,1596,1186,26,"You threw Diane the pen","07/03/2017","language","n","n","n","410",,"","",0,,,
1157,0,"Grupo A",415,1,37,1,0,0,1,269,2003,1696,13,"John dedicated the song to you","07/03/2017","language","n","n","n","307",,"","",0,,,
1161,0,"Grupo A",415,1,41,0,0,0,1,213,1825,1534,2,"Helen awarded a medal to you","07/03/2017","language","n","n","n","291",,"","",1,,,
1162,0,"Grupo A",415,1,42,0,0,0,1,255,1600,1396,6,"Christine bought you ice cream","07/03/2017","language","n","n","n","204",,"","",1,,,
1166,0,"Grupo A",415,1,46,0,1,0,1,194,1988,1637,22,"You donated money to Vincent","07/03/2017","language","n","n","n","351",,"","",0,,,
1168,0,"Grupo A",415,1,48,1,1,0,1,289,2103,1310,39,"You told Liz the story","07/03/2017","language","n","n","n","793",,"","",1,,,
1170,0,"Grupo A",415,1,50,0,0,0,1,262,1837,1704,10,"Adam conveyed the message to you","07/03/2017","language","n","n","n","133",,"","",1,,,
1172,0,"Grupo A",415,1,52,0,1,0,1,207,1827,1567,25,"You handed the puppy to Katie","07/03/2017","language","n","n","n","260",,"","",0,,,
1178,0,"Grupo A",415,1,58,0,1,0,1,169,2159,1645,27,"You kicked Joe the soccer ball","07/03/2017","language","n","n","n","514",,"","",0,,,
1181,0,"Grupo A",415,1,61,1,1,0,1,285,2827,2065,34,"You radioed the message to the policeman","07/03/2017","language","n","n","n","762",,"","",1,,,
1182,0,"Grupo A",415,1,62,1,1,0,1,257,1827,1600,36,"You confessed your secret to Dan","07/03/2017","language","n","n","n","227",,"","",1,,,
1185,0,"Grupo A",415,1,65,0,1,0,1,183,2254,1634,24,"You entrusted the key to Jeff","07/03/2017","language","n","n","n","620",,"","",0,,,
1189,0,"Grupo A",415,1,69,0,0,0,1,211,2547,1559,8,"Courtney handed you the notebook","07/03/2017","language","n","n","n","988",,"","",1,,,
1197,0,"Grupo A",415,1,77,0,1,0,1,204,2480,1427,30,"You poured your dad some water","07/03/2017","language","n","n","n","1053",,"","",0,,,
1199,0,"Grupo A",415,1,79,1,0,0,1,248,2154,1746,12,"Tiana devoted her time to you","07/03/2017","language","n","n","n","408",,"","",0,,,
1200,0,"Grupo A",415,1,80,0,0,0,1,160,4119,1322,9,"Paul hit you the baseball","07/03/2017","language","n","n","n","2797",,"","",1,,,
1204,0,"Grupo A",416,2,4,0,0,0,1,220,2022,1733,16,"Steve lavished you with praise","02/27/2017","english knowledge","n","n","n","289",,"","",1,,,
1209,0,"Grupo A",416,2,9,0,1,0,1,190,1902,1600,36,"You confessed your secret to Dan","02/27/2017","english knowledge","n","n","n","302",,"","",0,,,
1212,0,"Grupo A",416,2,12,0,0,0,1,188,2086,1805,11,"Art bestowed the honor upon you","02/27/2017","english knowledge","n","n","n","281",,"","",1,,,
1216,0,"Grupo A",416,2,16,1,1,0,1,176,1684,1637,22,"You donated money to Vincent","02/27/2017","english knowledge","n","n","n","47",,"","",1,,,
1218,0,"Grupo A",416,2,18,0,0,0,1,215,1815,1369,14,"Jenni sang you a song","02/27/2017","english knowledge","n","n","n","446",,"","",1,,,
1220,0,"Grupo A",416,2,20,0,1,0,1,187,2163,2034,35,"You transferred responsibility to Anna","02/27/2017","english knowledge","n","n","n","129",,"","",0,,,
1221,0,"Grupo A",416,2,21,0,1,0,1,194,1631,1270,38,"You paid Amanda tribute","02/27/2017","english knowledge","n","n","n","361",,"","",0,,,
1222,0,"Grupo A",416,2,22,0,0,0,1,201,1383,1022,19,"He taught you a lesson","02/27/2017","english knowledge","n","n","n","361",,"","",1,,,
1223,0,"Grupo A",416,2,23,0,1,0,1,201,1584,1371,32,"You sold the land to Mike","02/27/2017","english knowledge","n","n","n","213",,"","",0,,,
1231,0,"Grupo A",416,2,31,1,1,0,1,222,1726,1567,25,"You handed the puppy to Katie","02/27/2017","english knowledge","n","n","n","159",,"","",1,,,
1234,0,"Grupo A",416,2,34,0,1,0,1,257,1588,1310,39,"You told Liz the story","02/27/2017","english knowledge","n","n","n","278",,"","",0,,,
1236,0,"Grupo A",416,2,36,1,0,0,1,238,1860,1704,10,"Adam conveyed the message to you","02/27/2017","english knowledge","n","n","n","156",,"","",0,,,
1237,0,"Grupo A",416,2,37,1,1,0,1,183,1647,1620,28,"You shot Shawn the rubber band","02/27/2017","english knowledge","n","n","n","27",,"","",1,,,
1238,0,"Grupo A",416,2,38,0,0,0,1,262,1791,1746,12,"Tiana devoted her time to you","02/27/2017","english knowledge","n","n","n","45",,"","",1,,,
1240,0,"Grupo A",416,2,40,1,1,0,1,296,1810,1427,30,"You poured your dad some water","02/27/2017","english knowledge","n","n","n","383",,"","",1,,,
1241,0,"Grupo A",416,2,41,1,0,0,1,223,1742,1503,1,"Andy delivered the pizza to you","02/27/2017","english knowledge","n","n","n","239",,"","",0,,,
1242,0,"Grupo A",416,2,42,1,0,0,1,240,2781,1534,2,"Helen awarded a medal to you","02/27/2017","english knowledge","n","n","n","1247",,"","",0,,,
1250,0,"Grupo A",416,2,50,0,0,0,1,235,1897,1508,17,"Chris offered you some writing tips","02/27/2017","english knowledge","n","n","n","389",,"","",1,,,
1252,0,"Grupo A",416,2,52,0,1,0,1,221,2502,2065,34,"You radioed the message to the policeman","02/27/2017","english knowledge","n","n","n","437",,"","",0,,,
1253,0,"Grupo A",416,2,53,1,0,0,1,256,1951,1433,4,"Amber drove the car to you","02/27/2017","english knowledge","n","n","n","518",,"","",0,,,
1254,0,"Grupo A",416,2,54,1,1,0,1,251,1901,1634,24,"You entrusted the key to Jeff","02/27/2017","english knowledge","n","n","n","267",,"","",1,,,
1258,0,"Grupo A",416,2,58,0,0,0,1,259,1590,1696,13,"John dedicated the song to you","02/27/2017","english knowledge","n","n","n","-106",,"","",1,,,
1259,0,"Grupo A",416,2,59,0,0,0,1,268,1918,1472,20,"Andy pitched you the idea","02/27/2017","english knowledge","n","n","n","446",,"","",1,,,
1262,0,"Grupo A",416,2,62,1,0,0,1,245,1643,1322,9,"Paul hit you the baseball","02/27/2017","english knowledge","n","n","n","321",,"","",0,,,
1264,0,"Grupo A",416,2,64,0,1,0,1,314,1897,1724,37,"Ian received the complaint from you","02/27/2017","english knowledge","n","n","n","173",,"","",0,,,
1265,0,"Grupo A",416,2,65,1,1,0,1,284,2212,1645,27,"You kicked Joe the soccer ball","02/27/2017","english knowledge","n","n","n","567",,"","",1,,,
1269,0,"Grupo A",416,2,69,1,0,0,1,268,1808,1559,8,"Courtney handed you the notebook","02/27/2017","english knowledge","n","n","n","249",,"","",0,,,
1272,0,"Grupo A",416,2,72,0,0,0,1,296,1670,1698,15,"Jesse gave you another chance","02/27/2017","english knowledge","n","n","n","-28",,"","",1,,,
1273,0,"Grupo A",416,2,73,1,0,0,1,226,2561,1926,7,"Sally slid you the cafeteria tray","02/27/2017","english knowledge","n","n","n","635",,"","",0,,,
1275,0,"Grupo A",416,2,75,1,1,0,1,275,1643,1186,26,"You threw Diane the pen","02/27/2017","english knowledge","n","n","n","457",,"","",1,,,
1277,0,"Grupo A",416,2,77,0,1,0,1,299,1994,1856,33,"You transmitted the orders to Sara","02/27/2017","english knowledge","n","n","n","138",,"","",0,,,
1278,0,"Grupo A",416,2,78,1,0,0,1,256,1556,1396,6,"Christine bought you ice cream","02/27/2017","english knowledge","n","n","n","160",,"","",0,,,
1279,0,"Grupo A",416,2,79,0,1,0,1,283,1663,1407,40,"You sent your family regards","02/27/2017","english knowledge","n","n","n","256",,"","",0,,,
1282,0,"Grupo B",417,4,2,0,1,0,1,347,1823,1390,34,"You sang Jenni a song","02/28/2017","language","y","y","n","433",,"","",0,,,
1285,0,"Grupo B",417,4,5,0,1,0,1,216,1523,1126,39,"You taught him a lesson","02/28/2017","language","y","y","n","397",,"","",0,,,
1286,0,"Grupo B",417,4,6,0,0,0,1,200,1998,1647,16,"Dan confessed his secret to you","02/28/2017","language","y","y","n","351",,"","",1,,,
1287,0,"Grupo B",417,4,7,1,0,0,1,177,1813,1460,3,"Mark dealt the cards to you","02/28/2017","language","y","y","n","353",,"","",0,,,
1288,0,"Grupo B",417,4,8,0,0,0,1,513,1553,1277,19,"Liz told you the story","02/28/2017","language","y","y","n","276",,"","",1,,,
1290,0,"Grupo B",417,4,10,0,0,0,1,238,1976,1724,17,"You received the complaint from Ian","02/28/2017","language","y","y","n","252",,"","",1,,,
